"コード","銘柄名","市場","現在値","前日比(%)"
"6400","不二精機","東S","234","-2.0(-0.85%)"
"6402","兼松エンジニアリング","東S","1140","-1.0(-0.09%)"
"6403","水道機工","東S","1770","-17.0(-0.95%)"
"6405","鈴茂器工","東S","2354","-19.0(-0.80%)"
"6408","小倉クラッチ","東S","3165","+0.0(+0.00%)"
"6411","中野冷機","東S","5390","-30.0(-0.55%)"
"6416","桂川電機","東S","-","- (-%)"
"6424","高見沢サイバネティックス","東S","1080","+1.0(+0.09%)"
"6425","ユニバーサルエンターテインメン","東S","1042","-20.0(-1.88%)"
"6428","オーイズミ","東S","320","-4.0(-1.23%)"
"6433","ヒーハイスト","東S","433","-6.0(-1.37%)"
"6444","サンデン","東S","135","-2.0(-1.46%)"
"6466","ＴＶＥ","東S","2100","-50.0(-2.33%)"
"6467","ニチダイ","東S","351","+2.0(+0.57%)"
"6469","放電精密加工研究所","東S","1215","-39.0(-3.11%)"
"6470","大豊工業","東S","612","-10.0(-1.61%)"
"6482","ユーシン精機","東S","632","-12.0(-1.86%)"
"6484","ＫＶＫ","東S","1870","-10.0(-0.53%)"
"6485","前澤給装工業","東S","1321","-26.0(-1.93%)"
"6488","ヨシタケ","東S","696","+0.0(+0.00%)"
"6489","前澤工業","東S","1307","-3.0(-0.23%)"
"6492","岡野バルブ製造","東S","5160","+0.0(+0.00%)"
"6493","ＮＩＴＴＡＮ","東S","276","+2.0(+0.73%)"
"6494","ＮＦＫ　ＨＬＤＧ","東S","78","-2.0(-2.50%)"
"6495","宮入バルブ製作所","東S","98","-1.0(-1.01%)"
"6496","中北製作所","東S","3100","-10.0(-0.32%)"
"6497","ハマイ","東S","1115","-24.0(-2.11%)"
"6505","東洋電機製造","東S","1237","-31.0(-2.44%)"
"6513","オリジン","東S","1147","+6.0(+0.53%)"
"6518","三相電機","東S","820","+1.0(+0.12%)"
"6524","湖北工業","東S","2241","-42.0(-1.84%)"
"6538","ディスラプターズ","東S","164","-1.0(-0.61%)"
"6540","船場","東S","1321","-20.0(-1.49%)"
"6542","ＦＣ　ＨＬＤＧ","東S","921","-5.0(-0.54%)"
"6543","日宣","東S","651","-11.0(-1.66%)"
"6546","フルテック","東S","1076","+1.0(+0.09%)"
"6547","グリーンズ","東S","2513","-5.0(-0.20%)"
"6549","ディーエムソリューションズ","東S","1438","+0.0(+0.00%)"
"6551","ツナググループＨＬＤＧ","東S","618","-2.0(-0.32%)"
"6552","ＧａｍｅＷｉｔｈ","東S","229","-15.0(-6.15%)"
"6555","ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ","東S","429","+4.0(+0.94%)"
"6565","ＡＢホテル","東S","1581","-50.0(-3.07%)"
"6566","要興業","東S","1139","-6.0(-0.52%)"
"6570","共和コーポレーション","東S","933","+2.0(+0.21%)"
"6578","コレックＨＬＤＧ","東S","329","+1.0(+0.30%)"
"6599","エブレン","東S","2266","+0.0(+0.00%)"
"6614","シキノハイテック","東S","921","-20.0(-2.13%)"
"6625","ＪＡＬＣＯ　ＨＬＤＧ","東S","310","-2.0(-0.64%)"
"6626","ＳＥＭＩＴＥＣ","東S","1823","-16.0(-0.87%)"
"6627","テラプローブ","東S","3340","-165.0(-4.71%)"
"6629","テクノホライゾン","東S","401","-11.0(-2.67%)"
"6633","Ｃ＆Ｇシステムズ","東S","308","+0.0(+0.00%)"
"6634","ネクスグループ","東S","148","-7.0(-4.52%)"
"6635","大日光・エンジニアリング","東S","476","-15.0(-3.05%)"
"6637","寺崎電気産業","東S","2380","-54.0(-2.22%)"
"6643","戸上電機製作所","東S","3360","-30.0(-0.88%)"
"6647","森尾電機","東S","1600","+0.0(+0.00%)"
"6648","かわでん","東S","4005","-55.0(-1.35%)"
"6654","不二電機工業","東S","1034","-3.0(-0.29%)"
"6656","インスペック","東S","769","-38.0(-4.71%)"
"6658","シライ電子工業","東S","599","-4.0(-0.66%)"
"6659","メディアリンクス","東S","77","-5.0(-6.10%)"
"6662","ユビテック","東S","220","+0.0(+0.00%)"
"6663","太洋テクノレックス","東S","269","+1.0(+0.37%)"
"6664","オプトエレクトロニクス","東S","233","-1.0(-0.43%)"
"6666","リバーエレテック","東S","402","+5.0(+1.26%)"
"6668","アドテックプラズマテクノロジー","東S","1441","-50.0(-3.35%)"
"6670","ＭＣＪ","東S","1352","-1.0(-0.07%)"
"6675","サクサ","東S","3290","+15.0(+0.46%)"
"6676","メルコＨＬＤＧ","東S","2318","-26.0(-1.11%)"
"6677","エスケーエレクトロニクス","東S","2262","-87.0(-3.70%)"
"6678","テクノメディカ","東S","1722","-18.0(-1.03%)"
"6694","ズーム","東S","688","-5.0(-0.72%)"
"6715","ナカヨ","東S","2540","+0.0(+0.00%)"
"6721","ウインテスト","東S","124","+0.0(+0.00%)"
"6730","アクセル","東S","1154","-36.0(-3.03%)"
"6731","ピクセラ","東S","32","-2.0(-5.88%)"
"6734","ニューテック","東S","1542","-18.0(-1.15%)"
"6736","サン電子","東S","7290","-180.0(-2.41%)"
"6743","大同信号","東S","498","+19.0(+3.97%)"
"6748","星和電機","東S","516","-2.0(-0.39%)"
"6757","ＯＳＧコーポレーション","東S","761","-6.0(-0.78%)"
"6769","ザインエレクトロニクス","東S","900","-33.0(-3.54%)"
"6771","池上通信機","東S","662","+0.0(+0.00%)"
"6772","東京コスモス電機","東S","5910","+210.0(+3.68%)"
"6775","ＴＢグループ","東S","130","-1.0(-0.76%)"
"6776","天昇電気工業","東S","265","-10.0(-3.64%)"
"6777","ｓａｎｔｅｃ　ＨＬＤＧ","東S","5480","-340.0(-5.84%)"
"6778","アルチザネットワークス","東S","539","-8.0(-1.46%)"
"6786","ＲＶＨ","東S","49","-1.0(-2.00%)"
"6797","名古屋電機工業","東S","2160","-10.0(-0.46%)"
"6803","ティアック","東S","77","+0.0(+0.00%)"
"6819","伊豆シャボテンリゾート","東S","578","-19.0(-3.18%)"
"6822","大井電気","東S","2400","-27.0(-1.11%)"
"6824","新コスモス電機","東S","2620","-27.0(-1.02%)"
"6832","アオイ電子","東S","1976","-65.0(-3.18%)"
"6834","精工技研","東S","4520","-135.0(-2.90%)"
"6835","アライドテレシスＨＬＤＧ","東S","235","-20.0(-7.84%)"
"6836","ぷらっとホーム","東S","2793","-50.0(-1.76%)"
"6837","京写","東S","370","-4.0(-1.07%)"
"6838","多摩川ＨＬＤＧ","東S","686","-10.0(-1.44%)"
"6840","ＡＫＩＢＡ　ＨＬＤＧ","東S","261","-1.0(-0.38%)"
"6848","東亜ディーケーケー","東S","779","+6.0(+0.78%)"
"6853","共和電業","東S","444","+3.0(+0.68%)"
"6855","日本電子材料","東S","2150","-155.0(-6.72%)"
"6858","小野測器","東S","546","-8.0(-1.44%)"
"6862","ミナトＨＬＤＧ","東S","953","-27.0(-2.76%)"
"6863","ニレコ","東S","1797","-29.0(-1.59%)"
"6864","エヌエフＨＬＤＧ","東S","1219","-46.0(-3.64%)"
"6867","リーダー電子","東S","440","-3.0(-0.68%)"
"6870","日本フェンオール","東S","1695","+0.0(+0.00%)"
"6874","協立電機","東S","3975","-45.0(-1.12%)"
"6877","ＯＢＡＲＡ　ＧＲＯＵＰ","東S","3410","-15.0(-0.44%)"
"6882","三社電機製作所","東S","881","-3.0(-0.34%)"
"6888","アクモス","東S","514","-2.0(-0.39%)"
"6890","フェローテックＨＬＤＧ","東S","2335","-43.0(-1.81%)"
"6894","パルステック工業","東S","1757","-43.0(-2.39%)"
"6897","ツインバード","東S","428","-3.0(-0.70%)"
"6898","トミタ電機","東S","2180","+0.0(+0.00%)"
"6899","ＡＳＴＩ","東S","2225","+22.0(+1.00%)"
"6901","澤藤電機","東S","887","-3.0(-0.34%)"
"6904","原田工業","東S","500","+1.0(+0.20%)"
"6907","ジオマテック","東S","734","-10.0(-1.34%)"
"6912","菊水ＨＬＤＧ","東S","1435","-16.0(-1.10%)"
"6915","千代田インテグレ","東S","3040","-85.0(-2.72%)"
"6918","アバールデータ","東S","2368","-56.0(-2.31%)"
"6919","ケル","東S","1441","-1.0(-0.07%)"
"6926","岡谷電機産業","東S","218","+1.0(+0.46%)"
"6927","ヘリオス　テクノ　ＨＬＤＧ","東S","908","-5.0(-0.55%)"
"6930","日本アンテナ","東S","603","-11.0(-1.79%)"
"6932","遠藤照明","東S","1373","+25.0(+1.85%)"
"6942","ソフィアＨＬＤＧ","東S","1105","-7.0(-0.63%)"
"6943","ＮＫＫスイッチズ","東S","-","- (-%)"
"6946","日本アビオニクス","東S","2026","-53.0(-2.55%)"
"6955","ＦＤＫ","東S","426","-3.0(-0.70%)"
"6957","芝浦電子","東S","4535","-15.0(-0.33%)"
"6960","フクダ電子","東S","6640","+10.0(+0.15%)"
"6964","サンコー","東S","571","-7.0(-1.21%)"
"6969","松尾電機","東S","488","-10.0(-2.01%)"
"6973","協栄産業","東S","2328","+20.0(+0.87%)"
"6977","日本抵抗器製作所","東S","791","-16.0(-1.98%)"
"6982","リード","東S","629","-2.0(-0.32%)"
"6989","北陸電気工業","東S","1610","+4.0(+0.25%)"
"6993","大黒屋ＨＬＤＧ","東S","22","+0.0(+0.00%)"
"6994","指月電機製作所","東S","378","-11.0(-2.83%)"
"6998","日本タングステン","東S","1229","+0.0(+0.00%)"
"7014","名村造船所","東S","1963","+17.0(+0.87%)"
"7018","内海造船","東S","5140","-190.0(-3.56%)"
"7021","ニッチツ","東S","1672","-11.0(-0.65%)"
"7022","サノヤスＨＬＤＧ","東S","178","+1.0(+0.56%)"
"7030","スプリックス","東S","904","+6.0(+0.67%)"
"7035","ａｎｄ　ｆａｃｔｏｒｙ","東S","221","+5.0(+2.31%)"
"7037","テノ．ＨＬＤＧ","東S","464","-17.0(-3.53%)"
"7040","サン・ライフＨＬＤＧ","東S","960","-1.0(-0.10%)"
"7042","アクセスグループ・ＨＬＤＧ","東S","922","+2.0(+0.22%)"
"7044","ピアラ","東S","240","-3.0(-1.23%)"
"7057","エヌ・シー・エヌ","東S","1212","-47.0(-3.73%)"
"7058","共栄セキュリティーサービス","東S","2483","+12.0(+0.49%)"
"7060","ギークス","東S","410","+1.0(+0.24%)"
"7065","ユーピーアール","東S","746","-10.0(-1.32%)"
"7081","コーユーレンティア","東S","1033","-3.0(-0.29%)"
"7087","ウイルテック","東S","925","-2.0(-0.22%)"
"7105","三菱ロジスネクスト","東S","1902","-50.0(-2.56%)"
"7111","ＩＮＥＳＴ","東S","48","-2.0(-4.00%)"
"7115","アルファパーチェス","東S","1361","+10.0(+0.74%)"
"7116","ダイワ通信","東S","995","-5.0(-0.50%)"
"7120","ＳＨＩＮＫＯ","東S","2075","-9.0(-0.43%)"
"7122","近畿車輛","東S","1528","-38.0(-2.43%)"
"7126","グローバルスタイル","東S","1460","-7.0(-0.48%)"
"7127","一家ＨＬＤＧ","東S","668","-2.0(-0.30%)"
"7129","ミアヘルサＨＬＤＧ","東S","1110","-2.0(-0.18%)"
"7131","のむら産業","東S","1878","-1.0(-0.05%)"
"7134","アップガレージグループ","東S","1034","+4.0(+0.39%)"
"7135","ジャパンクラフトＨＬＤＧ","東S","135","+0.0(+0.00%)"
"7150","島根銀行","東S","499","-4.0(-0.80%)"
"7161","じもとＨＬＤＧ","東S","313","-10.0(-3.10%)"
"7162","アストマックス","東S","240","-2.0(-0.83%)"
"7163","住信　ＳＢＩ　ネット銀行","東S","4135","-140.0(-3.27%)"
"7175","今村証券","東S","1148","+4.0(+0.35%)"
"7177","ＧＭＯフィナンシャルＨＬＤＧ","東S","725","-4.0(-0.55%)"
"7183","あんしん保証","東S","148","+1.0(+0.68%)"
"7185","ヒロセ通商","東S","3920","-50.0(-1.26%)"
"7191","イントラスト","東S","780","-5.0(-0.64%)"
"7192","日本モーゲージサービス","東S","453","-2.0(-0.44%)"
"7196","Ｃａｓａ","東S","797","-1.0(-0.13%)"
"7208","カネミツ","東S","829","-2.0(-0.24%)"
"7212","エフテック","東S","550","-3.0(-0.54%)"
"7213","レシップＨＬＤＧ","東S","487","-6.0(-1.22%)"
"7214","ＧＭＢ","東S","934","-9.0(-0.95%)"
"7215","ファルテック","東S","453","-12.0(-2.58%)"
"7217","テイン","東S","815","+8.0(+0.99%)"
"7218","田中精密工業","東S","999","-8.0(-0.79%)"
"7219","エッチ・ケー・エス","東S","2011","-29.0(-1.42%)"
"7222","日産車体","東S","1019","-29.0(-2.77%)"
"7228","デイトナ","東S","3490","-15.0(-0.43%)"
"7229","ユタカ技研","東S","1970","-27.0(-1.35%)"
"7235","東京ラヂエーター製造","東S","870","+0.0(+0.00%)"
"7247","ミクニ","東S","305","-2.0(-0.65%)"
"7254","ユニバンス","東S","402","-7.0(-1.71%)"
"7255","桜井製作所","東S","559","-1.0(-0.18%)"
"7256","河西工業","東S","111","-2.0(-1.77%)"
"7264","ムロコーポレーション","東S","1191","-7.0(-0.58%)"
"7265","エイケン工業","東S","3265","+20.0(+0.62%)"
"7266","今仙電機製作所","東S","610","-2.0(-0.33%)"
"7268","タツミ","東S","313","-6.0(-1.88%)"
"7271","安永","東S","458","-4.0(-0.87%)"
"7273","イクヨ","東S","3465","-25.0(-0.72%)"
"7277","ＴＢＫ","東S","298","+0.0(+0.00%)"
"7279","ハイレックスコーポレーション","東S","1609","+26.0(+1.64%)"
"7284","盟和産業","東S","1163","-18.0(-1.52%)"
"7287","日本精機","東S","1112","+18.0(+1.65%)"
"7291","日本プラスト","東S","342","-6.0(-1.72%)"
"7292","村上開明堂","東S","5470","+90.0(+1.67%)"
"7297","カーメイト","東S","864","-9.0(-1.03%)"
"7299","フジオーゼックス","東S","1251","+66.0(+5.57%)"
"7305","新家工業","東S","4790","-35.0(-0.73%)"
"7314","小田原機器","東S","1004","-5.0(-0.50%)"
"7357","ジオコード","東S","683","-6.0(-0.87%)"
"7358","ポピンズ","東S","1074","-25.0(-2.27%)"
"7367","セルム","東S","356","-4.0(-1.11%)"
"7368","表示灯","東S","1696","+16.0(+0.95%)"
"7377","ＤＮ　ＨＬＤＧ","東S","1854","+4.0(+0.22%)"
"7399","ナンシン","東S","547","+2.0(+0.37%)"
"7412","アトム","東S","657","-11.0(-1.65%)"
"7413","創健社","東S","2577","-3.0(-0.12%)"
"7416","はるやまＨＬＤＧ","東S","621","-1.0(-0.16%)"
"7417","南陽","東S","1192","-2.0(-0.17%)"
"7422","東邦レマック","東S","420","-8.0(-1.87%)"
"7425","初穂商事","東S","1644","-26.0(-1.56%)"
"7426","山大","東S","1431","+27.0(+1.92%)"
"7427","エコートレーディング","東S","831","-9.0(-1.07%)"
"7434","オータケ","東S","1810","-9.0(-0.49%)"
"7435","ナ・デックス","東S","852","-3.0(-0.35%)"
"7442","中山福","東S","369","+1.0(+0.27%)"
"7443","横浜魚類","東S","610","+1.0(+0.16%)"
"7444","ハリマ共和物産","東S","1917","-12.0(-0.62%)"
"7445","ライトオン","東S","205","-4.0(-1.91%)"
"7446","東北化学薬品","東S","3835","-55.0(-1.41%)"
"7450","サンデー","東S","1083","+11.0(+1.03%)"
"7451","三菱食品","東S","4745","-80.0(-1.66%)"
"7455","パリミキＨＬＤＧ","東S","277","-3.0(-1.07%)"
"7460","ヤギ","東S","2012","-8.0(-0.40%)"
"7461","キムラ","東S","478","-1.0(-0.21%)"
"7462","ＣＡＰＩＴＡ","東S","-","- (-%)"
"7463","アドヴァングループ","東S","902","-18.0(-1.96%)"
"7464","セフテック","東S","1845","+0.0(+0.00%)"
"7472","鳥羽洋行","東S","3475","+15.0(+0.43%)"
"7477","ムラキ","東S","1336","+0.0(+0.00%)"
"7480","スズデン","東S","1924","-9.0(-0.47%)"
"7481","尾家産業","東S","1975","+6.0(+0.30%)"
"7486","サンリン","東S","660","+3.0(+0.46%)"
"7487","小津産業","東S","1739","+7.0(+0.40%)"
"7490","日新商事","東S","900","+0.0(+0.00%)"
"7494","コナカ","東S","231","-2.0(-0.86%)"
"7500","西川計測","東S","8180","+0.0(+0.00%)"
"7501","ティムコ","東S","869","+4.0(+0.46%)"
"7502","プラザＨＬＤＧ","東S","1838","+0.0(+0.00%)"
"7505","扶桑電通","東S","1724","+7.0(+0.41%)"
"7506","ハウス　オブ　ローゼ","東S","1467","-1.0(-0.07%)"
"7509","アイエーグループ","東S","3300","+0.0(+0.00%)"
"7512","イオン北海道","東S","835","-11.0(-1.30%)"
"7514","ヒマラヤ","東S","828","-2.0(-0.24%)"
"7515","マルヨシセンター","東S","3905","+25.0(+0.64%)"
"7521","ムサシ","東S","1700","-18.0(-1.05%)"
"7523","アールビバン","東S","1028","-1.0(-0.10%)"
"7524","マルシェ","東S","188","+5.0(+2.73%)"
"7527","システムソフト","東S","71","-2.0(-2.74%)"
"7531","清和中央ＨＬＤＧ","東S","1300","-32.0(-2.40%)"
"7538","大水","東S","329","+3.0(+0.92%)"
"7539","アイナボＨＬＤＧ","東S","634","+3.0(+0.48%)"
"7544","スリーエフ","東S","425","-5.0(-1.16%)"
"7551","ウェッズ","東S","618","+0.0(+0.00%)"
"7555","大田花き","東S","747","+2.0(+0.27%)"
"7559","ジーエフシー","東S","2100","-8.0(-0.38%)"
"7561","ハークスレイ","東S","670","-8.0(-1.18%)"
"7562","安楽亭","東S","7130","+30.0(+0.42%)"
"7564","ワークマン","東S","4025","-55.0(-1.35%)"
"7565","萬世電機","東S","-","- (-%)"
"7567","栄電子","東S","456","-6.0(-1.30%)"
"7570","橋本総業ＨＬＤＧ","東S","1193","-12.0(-1.00%)"
"7571","ヤマノＨＬＤＧ","東S","65","+0.0(+0.00%)"
"7578","ニチリョク","東S","131","-3.0(-2.24%)"
"7585","かんなん丸","東S","418","+6.0(+1.46%)"
"7590","タカショー","東S","391","-4.0(-1.01%)"
"7601","ポプラ","東S","208","-4.0(-1.89%)"
"7602","レダックス","東S","140","+0.0(+0.00%)"
"7603","マックハウス","東S","211","-8.0(-3.65%)"
"7604","梅の花","東S","851","-4.0(-0.47%)"
"7608","エスケイジャパン","東S","764","-11.0(-1.42%)"
"7610","テイツー","東S","123","-4.0(-3.15%)"
"7614","オーエムツーネットワーク","東S","1432","+2.0(+0.14%)"
"7615","京都きもの友禅ＨＬＤＧ","東S","90","-1.0(-1.10%)"
"7619","田中商事","東S","669","-1.0(-0.15%)"
"7621","うかい","東S","3545","-25.0(-0.70%)"
"7623","サンオータス","東S","599","+6.0(+1.01%)"
"7624","ＮａＩＴＯ","東S","125","-2.0(-1.57%)"
"7625","グローバルダイニング","東S","347","-8.0(-2.25%)"
"7634","星医療酸器","東S","4325","-15.0(-0.35%)"
"7635","杉田エース","東S","1277","+7.0(+0.55%)"
"7636","ハンズマン","東S","826","-1.0(-0.12%)"
"7638","ＮＥＷ　ＡＲＴ　ＨＬＤＧ","東S","1517","-32.0(-2.07%)"
"7640","トップカルチャー","東S","138","-4.0(-2.82%)"
"7643","ダイイチ","東S","1370","+2.0(+0.15%)"
"7646","ＰＬＡＮＴ","東S","1508","+8.0(+0.53%)"
"7670","オーウエル","東S","993","-16.0(-1.59%)"
"7673","ダイコー通産","東S","1368","-30.0(-2.15%)"
"7677","ヤシマキザイ","東S","2200","+0.0(+0.00%)"
"7678","あさくま","東S","3810","-65.0(-1.68%)"
"7681","レオクラン","東S","-","- (-%)"
"7682","浜木綿","東S","4175","-45.0(-1.07%)"
"7686","カクヤスグループ","東S","481","-4.0(-0.82%)"
"7692","アースインフィニティ","東S","82","-4.0(-4.65%)"
"7698","アイスコ","東S","1831","+1.0(+0.05%)"
"7702","ＪＭＳ","東S","472","-6.0(-1.26%)"
"7709","クボテック","東S","184","+1.0(+0.55%)"
"7711","助川電気工業","東S","1622","-73.0(-4.31%)"
"7713","シグマ光機","東S","1377","-3.0(-0.22%)"
"7716","ナカニシ","東S","2104","-25.0(-1.17%)"
"7719","東京衡機","東S","176","-4.0(-2.22%)"
"7722","国際計測器","東S","641","+2.0(+0.31%)"
"7726","黒田精工","東S","980","-25.0(-2.49%)"
"7727","オーバル","東S","420","-3.0(-0.71%)"
"7746","岡本硝子","東S","168","-1.0(-0.59%)"
"7749","メディキット","東S","2511","-19.0(-0.75%)"
"7760","ＩＭＶ","東S","1430","-26.0(-1.79%)"
"7771","日本精密","東S","69","-1.0(-1.43%)"
"7775","大研医器","東S","498","-2.0(-0.40%)"
"7781","平山ＨＬＤＧ","東S","990","+2.0(+0.20%)"
"7782","シンシア","東S","501","-6.0(-1.18%)"
"7791","ドリームベッド","東S","795","-3.0(-0.38%)"
"7795","ＫＹＯＲＩＴＳＵ","東S","163","-4.0(-2.40%)"
"7800","アミファ","東S","602","-2.0(-0.33%)"
"7804","ビーアンドピー","東S","1988","+28.0(+1.43%)"
"7805","プリントネット","東S","621","-3.0(-0.48%)"
"7807","幸和製作所","東S","860","+0.0(+0.00%)"
"7808","シー・エス・ランバー","東S","2833","-27.0(-0.94%)"
"7809","壽屋","東S","1281","-20.0(-1.54%)"
"7810","クロスフォー","東S","163","-3.0(-1.81%)"
"7811","中本パックス","東S","1694","+11.0(+0.65%)"
"7812","クレステック","東S","1784","-10.0(-0.56%)"
"7814","日本創発グループ","東S","480","+0.0(+0.00%)"
"7815","東京ボード工業","東S","607","-13.0(-2.10%)"
"7819","粧美堂","東S","543","+5.0(+0.93%)"
"7822","永大産業","東S","210","-1.0(-0.47%)"
"7823","アートネイチャー","東S","751","-6.0(-0.79%)"
"7827","オービス","東S","1362","+1.0(+0.07%)"
"7831","ウイルコＨＬＤＧ","東S","114","+0.0(+0.00%)"
"7833","アイフィスジャパン","東S","537","+2.0(+0.37%)"
"7836","アビックス","東S","95","-2.0(-2.06%)"
"7837","アールシーコア","東S","329","+3.0(+0.92%)"
"7841","遠藤製作所","東S","1254","-4.0(-0.32%)"
"7847","グラファイトデザイン","東S","757","-6.0(-0.79%)"
"7849","スターツ出版","東S","3455","+20.0(+0.58%)"
"7850","総合商研","東S","935","+0.0(+0.00%)"
"7851","カワセコンピュータサプライ","東S","239","-4.0(-1.65%)"
"7857","セキ","東S","1344","+0.0(+0.00%)"
"7859","アルメディオ","東S","292","-12.0(-3.95%)"
"7863","平賀","東S","1035","+3.0(+0.29%)"
"7865","ピープル","東S","574","+10.0(+1.77%)"
"7871","フクビ化学工業","東S","825","-11.0(-1.32%)"
"7872","エステールＨＬＤＧ","東S","610","-1.0(-0.16%)"
"7875","竹田ｉＰＨＬＤＧ","東S","974","-2.0(-0.20%)"
"7877","永大化工","東S","1518","+0.0(+0.00%)"
"7878","光・彩","東S","1125","-2.0(-0.18%)"
"7879","ノダ","東S","692","+0.0(+0.00%)"
"7883","サンメッセ","東S","382","-8.0(-2.05%)"
"7885","タカノ","東S","719","-7.0(-0.96%)"
"7886","ヤマト　モビリティ　＆　Ｍｆｇ","東S","900","-21.0(-2.28%)"
"7887","南海プライウッド","東S","5430","-40.0(-0.73%)"
"7896","セブン工業","東S","530","+1.0(+0.19%)"
"7897","ホクシン","東S","104","-1.0(-0.95%)"
"7898","ウッドワン","東S","930","-5.0(-0.53%)"
"7901","マツモト","東S","829","-23.0(-2.70%)"
"7902","ソノコム","東S","826","+6.0(+0.73%)"
"7906","ヨネックス","東S","2326","-39.0(-1.65%)"
"7908","きもと","東S","263","-10.0(-3.66%)"
"7916","光村印刷","東S","1329","-9.0(-0.67%)"
"7918","ヴィアＨＬＤＧ","東S","121","+0.0(+0.00%)"
"7919","野崎印刷紙業","東S","166","-2.0(-1.19%)"
"7922","三光産業","東S","389","-6.0(-1.52%)"
"7923","トーイン","東S","680","+6.0(+0.89%)"
"7927","ムトー精工","東S","1664","+4.0(+0.24%)"
"7928","旭化学工業","東S","594","-2.0(-0.34%)"
"7932","ニッピ","東S","5840","-110.0(-1.85%)"
"7937","ツツミ","東S","2295","-20.0(-0.86%)"
"7938","リーガルコーポレーション","東S","2472","+13.0(+0.53%)"
"7939","研創","東S","548","-6.0(-1.08%)"
"7940","ウェーブロックＨＬＤＧ","東S","603","-8.0(-1.31%)"
"7946","光陽社","東S","1458","-9.0(-0.61%)"
"7953","菊水化学工業","東S","385","-5.0(-1.28%)"
"7957","フジコピアン","東S","1466","-26.0(-1.74%)"
"7963","興研","東S","1574","-3.0(-0.19%)"
"7971","東リ","東S","463","-1.0(-0.22%)"
"7975","リヒトラブ","東S","1141","-29.0(-2.48%)"
"7980","重松製作所","東S","786","-4.0(-0.51%)"
"7983","ミロク","東S","1083","+3.0(+0.28%)"
"7985","ネポン","東S","-","- (-%)"
"7986","日本アイ・エス・ケイ","東S","1463","-12.0(-0.81%)"
"7987","ナカバヤシ","東S","529","-3.0(-0.56%)"
"7991","マミヤ・オーピー","東S","1529","+6.0(+0.39%)"
"7992","セーラー万年筆","東S","99","-2.0(-1.98%)"
"7997","くろがね工作所","東S","871","+32.0(+3.81%)"
"7999","ＭＵＴＯＨ　ＨＬＤＧ","東S","3105","-25.0(-0.80%)"
"8006","ユアサ・フナショク","東S","4000","-20.0(-0.50%)"
"8013","ナイガイ","東S","230","+0.0(+0.00%)"
"8018","三共生興","東S","628","-9.0(-1.41%)"
"8023","大興電子通信","東S","901","-18.0(-1.96%)"
"8025","ツカモトコーポレーション","東S","1200","+0.0(+0.00%)"
"8029","ルックＨＬＤＧ","東S","2238","-22.0(-0.97%)"
"8030","中央魚類","東S","3420","+70.0(+2.09%)"
"8038","東都水産","東S","7480","+0.0(+0.00%)"
"8039","築地魚市場","東S","3500","-80.0(-2.23%)"
"8040","東京ソワール","東S","794","-8.0(-1.00%)"
"8041","ＯＵＧ　ＨＬＤＧ","東S","3050","+0.0(+0.00%)"
"8045","横浜丸魚","東S","1021","-8.0(-0.78%)"
"8046","丸藤シートパイル","東S","2760","-9.0(-0.33%)"
"8066","三谷商事","東S","1985","-4.0(-0.20%)"
"8076","カノークス","東S","1773","+27.0(+1.55%)"
"8077","トルク","東S","250","-5.0(-1.96%)"
"8085","ナラサキ産業","東S","2959","+38.0(+1.30%)"
"8089","ナイス","東S","1497","-29.0(-1.90%)"
"8104","クワザワＨＬＤＧ","東S","588","-7.0(-1.18%)"
"8105","堀田丸正","東S","41","-2.0(-4.65%)"
"8107","キムラタン","東S","50","-3.0(-5.66%)"
"8115","ムーンバット","東S","989","-10.0(-1.00%)"
"8117","中央自動車工業","東S","4885","+165.0(+3.50%)"
"8118","キング","東S","742","+2.0(+0.27%)"
"8119","三栄コーポレーション","東S","923","-7.0(-0.75%)"
"8123","川辺","東S","1489","-39.0(-2.55%)"
"8127","ヤマトインターナショナル","東S","335","-7.0(-2.05%)"
"8131","ミツウロコグループＨＬＤＧ","東S","1833","+24.0(+1.33%)"
"8135","ゼット","東S","483","-9.0(-1.83%)"
"8138","三京化成","東S","3295","-60.0(-1.79%)"
"8139","ナガホリ","東S","1393","+0.0(+0.00%)"
"8143","ラピーヌ","東S","212","+2.0(+0.95%)"
"8144","デンキョーグループＨＬＤＧ","東S","1202","+6.0(+0.50%)"
"8147","トミタ","東S","1450","-20.0(-1.36%)"
"8152","ソマール","東S","6890","-50.0(-0.72%)"
"8165","千趣会","東S","240","-2.0(-0.83%)"
"8166","タカキュー","東S","125","-2.0(-1.57%)"
"8181","東天紅","東S","879","-8.0(-0.90%)"
"8198","マックスバリュ東海","東S","2967","-13.0(-0.44%)"
"8202","ラオックスＨＬＤＧ","東S","174","-5.0(-2.79%)"
"8207","テンアライド","東S","286","+0.0(+0.00%)"
"8208","エンチョー","東S","835","-13.0(-1.53%)"
"8209","フレンドリー","東S","305","-6.0(-1.93%)"
"8225","タカチホ","東S","2723","+43.0(+1.60%)"
"8226","理経","東S","309","-3.0(-0.96%)"
"8230","はせがわ","東S","310","+1.0(+0.32%)"
"8244","近鉄百貨店","東S","2188","-5.0(-0.23%)"
"8247","大和","東S","426","+0.0(+0.00%)"
"8254","さいか屋","東S","397","+1.0(+0.25%)"
